centre;var;Dim.1;Dim.2;Dim.3;Dim.4;Dim.5
1;gender_0;0,312810260294153;-0,52175133013026;0,267765883866558;0,623768465023908;-0,29105414107175
1;gender_1;-0,335655953461704;0,559856764353256;-0,287321819205127;-0,669324588873968;0,312310904183731
1;copd_0;-0,126080580836975;-0,207874722183325;-0,165001561702629;-0,144529208792216;-0,184088057632584
1;copd_1;0,885304948050932;1,4596420709829;1,15859792239019;1,01484640086708;1,29261831772444
1;hypertension_0;-0,399529698897884;0,389256439761692;0,725330325250923;-0,157906146952629;-0,541092313581762
1;hypertension_1;0,341306777952965;-0,332530626932098;-0,619628921068629;0,134894698401742;0,462239664868842
1;previoushf_0;-0,759863714254486;-0,230115730162648;-0,111177798459123;0,360886601518076;0,137125047655597
1;previoushf_1;0,715871604481857;0,216793240521652;0,104741189074648;-0,339993166693344;-0,129186229107115
1;afib_0;-0,294815976331702;-0,267156291251968;0,284392627216969;-0,113953913132061;0,237110268459327
1;afib_1;0,850311342261963;0,770534987400413;-0,820248209025783;0,328667075770367;-0,683875932187951
1;cad_0;-0,600534050879611;0,4736002568198;-0,30726378518996;0,406115209046123;-0,0880628489223904
1;cad_1;0,565766290039212;-0,446181294582865;0,289474829205279;-0,382603275890823;0,0829644734584636
12;gender_0;0,592037188183839;0,0136329149347724;0,385141895343184;-0,13110684569494;-0,507941048566569
12;gender_1;-0,742019942523743;-0,0170865867182477;-0,48271117549679;0,164320579937657;0,636619447536764
12;copd_0;-0,309237798639254;-0,32741962618853;0,0669034794081088;-0,0875146080653935;-0,201604928483574
12;copd_1;0,965425322581083;1,02218810127151;-0,208869399127756;0,273216337374888;0,629400752338966
12;hypertension_0;-0,306762990715743;0,803447973028949;1,06808150499683;-0,146677565256276;0,352248246559025
12;hypertension_1;0,142093679682185;-0,372159883610813;-0,494739052098101;0,0679415562009594;-0,163162607713488
12;previoushf_0;-0,535465927005729;-0,181429988503398;0,284795866218193;0,312417920036636;-0,0617177658987175
12;previoushf_1;0,835651370933183;0,28314073963409;-0,444454154855665;-0,487561299451114;0,0963171195086047
