centre;var;dim;cos2
15;egfr;4;1,21598647182375e-05
15;egfr;5;0,00537034781561025
15;sbp;1;3,70784206860711e-05
15;sbp;2;0,714342969248904
15;sbp;3;5,71316912927539e-05
15;sbp;4;0,000114775981460376
15;sbp;5;1,56516426555358e-06
15;dbp;1;0,00359208385553812
15;dbp;2;0,448118466546483
15;dbp;3;3,01668148930937e-06
15;dbp;4;0,00184862197381961
15;dbp;5;0,00287635263625829
15;hr;1;0,0740555739682336
15;hr;2;9,33474423204647e-05
15;hr;3;0,000796320433538954
15;hr;4;0,00667145890608911
15;hr;5;0,0480085187363285
16;gender;1;0,0157977837223818
16;gender;2;0,0111847121883474
16;gender;3;0,000133393926698416
16;gender;4;0,0461815057635498
16;gender;5;0,00721980217564118
16;copd;1;2,53331100305692e-07
16;copd;2;0,0113078406337826
16;copd;3;0,101188560101201
16;copd;4;0,000602801999808214
16;copd;5;0,0313687470018457
16;hypertension;1;0,0853681975106257
16;hypertension;2;0,0228514668542017
16;hypertension;3;9,87439986612268e-05
16;hypertension;4;6,05540030699717e-11
16;hypertension;5;0,0046062958665701
16;previoushf;1;0,000630216685145911
16;previoushf;2;0,00553672051606218
16;previoushf;3;0,0445811151104371
16;previoushf;4;0,00253838104020184
16;previoushf;5;0,247022148826136
16;afib;1;0,0672814547874608
16;afib;2;0,010876640837899
16;afib;3;0,00077761175220783
16;afib;4;0,00251583879430213
16;afib;5;0,000352912921837514
16;cad;1;0,0032355799701287
16;cad;2;0,0129113894508194
16;cad;3;0,000474995080841247
16;cad;4;0,319742885058131
16;cad;5;1,98532103039802e-05
16;bmi;1;0,036134068328363
16;bmi;2;0,00146251351339503
16;bmi;3;0,00663488419543715
16;bmi;4;0,000178910497033309
16;bmi;5;3,31144203314191e-08
16;age;1;0,0945479081216241
16;age;2;0,0983010123718124
16;age;3;2,31578344313545e-07
16;age;4;0,000163906949817808
16;age;5;0,0002918613312985
16;egfr;1;2,23523834940947e-08
16;egfr;2;0,180503390551736
16;egfr;3;8,13852977673386e-06
16;egfr;4;0,000507329133061324
16;egfr;5;0,00669785268748363
16;sbp;1;0,371707705575229
16;sbp;2;0,010716856912854
16;sbp;3;8,09305204964656e-05
16;sbp;4;0,0148260226375964
16;sbp;5;2,20521510133696e-10
16;dbp;1;0,213226496518572
16;dbp;2;0,0612912029903293
16;dbp;3;0,00144820959060683
16;dbp;4;0,00489734245684615
16;dbp;5;5,80390652024476e-06
16;hr;1;0,000328080948639468
16;hr;2;8,92057790433611e-05
16;hr;3;0,28165829025095
16;hr;4;0,00204042935915287
16;hr;5;0,000515323379380816
17;gender;1;9,43813311666936e-05
17;gender;2;0,0124110753041776
17;gender;3;6,32528594627879e-07
17;gender;4;0,120719085241016
17;gender;5;0,00183883452856837
17;copd;1;1,90804058836495e-09
17;copd;2;0,00028612434858839
17;copd;3;0,00715935264881727
17;copd;4;0,0849992189944605
17;copd;5;0,00128138982590914
17;hypertension;1;0,00139951957513274
17;hypertension;2;0,129869926457973
17;hypertension;3;0,00939275911334014
17;hypertension;4;0,00101275853887935
17;hypertension;5;0,00440141249742976
17;previoushf;1;7,4684788526545e-05
17;previoushf;2;0,0132326242902109
17;previoushf;3;0,0192326556916824
17;previoushf;4;0,0489158046733072
17;previoushf;5;0,0119569241092319
17;afib;1;0,00601853014872477
17;afib;2;0,00285421745697873
17;afib;3;0,140807355773288
17;afib;4;0,000106205169368493
17;afib;5;0,000157435460436581
17;cad;1;0,0161014899217683
17;cad;2;1,43644009025738e-15
17;cad;3;0,0858608432805232
17;cad;4;4,5217379408679e-05
17;cad;5;0,000706780995253347
17;bmi;1;0,00105928325244002
17;bmi;2;3,92970341331677e-05
17;bmi;3;0,00130470970484968
17;bmi;4;0,0447557392837218
17;bmi;5;0,296385494157681
17;age;1;1,21102085122221e-11
17;age;2;0,313610456104961
17;age;3;9,6346695714645e-05
17;age;4;0,00286415185778513
17;age;5;0,00165090302682998
17;egfr;1;0,00103545589720701
17;egfr;2;0,260120246217104
17;egfr;3;1,361389394706e-05
17;egfr;4;4,49635914849985e-05
17;egfr;5;0,00155112385090412
17;sbp;1;0,515664551457199
17;sbp;2;6,59285716835041e-05
17;sbp;3;0,0170893594087281
17;sbp;4;1,35793412517445e-08
17;sbp;5;0,00138495735181515
17;dbp;1;0,631822216756141
17;dbp;2;5,06378092775968e-05
17;dbp;3;0,00326370676608256
17;dbp;4;3,35836838358316e-06
17;dbp;5;0,000956918531634793
17;hr;1;0,0523062967112195
17;hr;2;0,0021576583473841
17;hr;3;0,0463784354545813
17;hr;4;0,00087461666393089
17;hr;5;0,00154898852576056
18;gender;1;0,047039523910059
18;gender;2;0,037866279139039
18;gender;3;0,0033866167980615
18;gender;4;0,00729192048209195
18;gender;5;8,58561442312188e-05
18;copd;1;9,49842670020868e-08
18;copd;2;0,00712335580206975
18;copd;3;1,01609158714338e-06
18;copd;4;6,22473612619434e-05
18;copd;5;0,201403521158684
18;hypertension;1;0,0131851365310999
18;hypertension;2;0,00423298844323017
18;hypertension;3;0,0213138829839095
18;hypertension;4;0,00301735750347488
18;hypertension;5;0,000363720179485556
18;previoushf;1;4,35831257471069e-08
18;previoushf;2;0,000222889860969824
18;previoushf;3;0,126705177763657
18;previoushf;4;0,043079177229005
18;previoushf;5;0,00353661732415936
18;afib;1;0,00712612065599018
18;afib;2;0,000538594756992851
18;afib;3;0,183420104059871
18;afib;4;0,0141430625361878
18;afib;5;0,0103283422592824
18;cad;1;0,0101597362678658
18;cad;2;0,00543539947805735
18;cad;3;0,00177613732993529
18;cad;4;0,00184363978063456
18;cad;5;0,0126672202693837
18;bmi;1;0,000178623068426607
18;bmi;2;0,0252881836487914
18;bmi;3;6,42119170820468e-06
18;bmi;4;0,0700061681562859
18;bmi;5;0,0417714933318588
18;age;1;0,0392948358865553
18;age;2;0,150916300686076
18;age;3;1,14591047230215e-05
18;age;4;0,00681360187775497
18;age;5;0,00152979609055706
18;egfr;1;0,0117889446338471
18;egfr;2;0,0600873632332014
18;egfr;3;0,000304099479339855
18;egfr;4;0,0184147382230396
18;egfr;5;1,99150183942066e-05
18;sbp;1;0,450836038780539
18;sbp;2;0,00294050342274518
18;sbp;3;0,00452631338048251
18;sbp;4;9,66189268812827e-05
18;sbp;5;0,00011969856317532
18;dbp;1;0,376537451230287
18;dbp;2;0,0296534116157077
18;dbp;3;0,000808734325574794
18;dbp;4;0,000484286417212301
18;dbp;5;6,75436353434346e-05
18;hr;1;1,207506568714e-05
18;hr;2;0,100653622151391
18;hr;3;0,00826445036642513
18;hr;4;0,0219979704802968
18;hr;5;0,00955257901617879
19;gender;1;0,00105086289708372
19;gender;2;0,237942796218866
19;gender;3;0,00252029182297842
19;gender;4;0,0225588915098791
19;gender;5;0,00575157620587248
19;copd;1;0,003059448933308
19;copd;2;0,000117768029536781
19;copd;3;0,0581882970777123
19;copd;4;0,00083415173120949
19;copd;5;4,65797221027041e-06
19;hypertension;1;0,00366280508745999
19;hypertension;2;6,4584305239264e-05
19;hypertension;3;0,077513420400006
19;hypertension;4;0,00156505622154775
19;hypertension;5;0,136532646575819
19;previoushf;1;0,566660659870861
19;previoushf;2;0,000851993039306467
19;previoushf;3;1,58694045053675e-08
19;previoushf;4;0,000971627270871929
19;previoushf;5;0,000947921545546416
19;afib;1;0,00053883124318224
19;afib;2;0,0672041615719862
19;afib;3;0,155646046445242
19;afib;4;0,0231636256452573
19;afib;5;0,000321738912960459
19;cad;1;0,149675309586356
19;cad;2;0,00262301544197979
19;cad;3;0,00788761423964163
19;cad;4;0,0529039954070293
19;cad;5;3,61836892841885e-05
19;bmi;1;2,09323984066513e-07
19;bmi;2;0,203052151664
19;bmi;3;1,46801971694888e-05
19;bmi;4;0,0268222734255827
19;bmi;5;1,02191481216571e-07
19;age;1;0,0368165121805563
19;age;2;0,152025350228281
19;age;3;0,00139219212527155
19;age;4;0,00511761463070834
19;age;5;0,00025288055037481
19;egfr;1;0,0706146770547076
19;egfr;2;0,00111033201215174
19;egfr;3;1,69801269372898e-05
19;egfr;4;0,00272572439442704
19;egfr;5;0,176127587361253
19;sbp;1;0,21937747553548
19;sbp;2;0,00226479365892616
19;sbp;3;0,0188999005435591
19;sbp;4;5,9135993638111e-05
19;sbp;5;0,0064666158708298
19;dbp;1;0,607376760053423
19;dbp;2;0,00165291671777262
19;dbp;3;0,00148463871096381
19;dbp;4;0,000762296900426199
19;dbp;5;0,00144326019059137
19;hr;1;0,0160609056618573
19;hr;2;0,0379197476142053
19;hr;3;0,151755959194656
19;hr;4;0,0220272932507911
19;hr;5;5,91742708553111e-06
2;gender;1;0,0067032287948648
2;gender;2;3,5738073230481e-05
2;gender;3;0,0406619681824988
2;gender;4;0,0577934133497746
2;gender;5;0,00418109943211669
2;copd;1;7,28131557160508e-05
2;copd;2;0,0634700954720488
2;copd;3;0,0043396290685906
2;copd;4;0,00337867066097944
2;copd;5;0,0343531518300566
2;hypertension;1;0,146716783527738
2;hypertension;2;0,00335269762947598
2;hypertension;3;0,00843061837606274
2;hypertension;4;0,00207184616376115
2;hypertension;5;1,59462707471636e-05
2;previoushf;1;0,0177631153872494
2;previoushf;2;0,0442894570964019
2;previoushf;3;0,00096093311661989
2;previoushf;4;0,0148719652488485
2;previoushf;5;4,01421265409346e-07
2;afib;1;2,187417143398e-05
2;afib;2;0,00955622627651746
2;afib;3;0,131244432216795
2;afib;4;0,00655088491468101
2;afib;5;0,0119729562348086
2;cad;1;1,34055675896577e-11
2;cad;2;0,00806630823230246
2;cad;3;0,0776515952568512
2;cad;4;0,0689687853797638
2;cad;5;0,00474068342645786
2;bmi;1;0,0622645045156358
2;bmi;2;0,0012310487476526
2;bmi;3;0,00323897866668335
2;bmi;4;0,000781545787101529
2;bmi;5;0,0243202143432752
2;age;1;0,000226668791551228
2;age;2;0,113960365284086
2;age;3;0,0210602248114697
2;age;4;0,0400158191576915
2;age;5;1,19019414434411e-08
2;egfr;1;0,00221592565086313
2;egfr;2;0,0255873170589146
2;egfr;3;0,00317119461843469
2;egfr;4;0,00236207172854785
2;egfr;5;0,163884622287624
2;sbp;1;0,553912644343501
2;sbp;2;2,84738051345812e-05
2;sbp;3;0,000953146080574091
2;sbp;4;0,00464324802692986
2;sbp;5;0,00133734176340311
2;dbp;1;0,526613653641952
2;dbp;2;0,00122037868928134
2;dbp;3;0,000431772545252834
2;dbp;4;0,00225962508633752
2;dbp;5;0,00122855963396971
2;hr;1;0,0254198006651899
2;hr;2;0,0732903310506668
2;hr;3;0,000141993763838486
2;hr;4;0,00111721180305375
2;hr;5;6,43536010888152e-05
20;gender;1;0,0120753467049374
20;gender;2;5,86404437386571e-05
20;gender;3;0,0324992465502546
20;gender;4;0,0176620890032168
20;gender;5;4,19073975043667e-06
20;copd;1;0,000373050537200938
20;copd;2;0,00220787861627013
20;copd;3;0,0623369670810893
20;copd;4;0,00302295492912669
20;copd;5;0,0114890623572368
20;hypertension;1;0,066324721287646
20;hypertension;2;0,0486437072765725
20;hypertension;3;0,0006145988579948
20;hypertension;4;0,000186832422599118
20;hypertension;5;0,000128555285213741
20;previoushf;1;5,43664719444051e-07
20;previoushf;2;0,000157419642485697
20;previoushf;3;0,217294312212231
20;previoushf;4;0,00107977981419319
20;previoushf;5;0,0232917805574013
20;afib;1;0,0116481531506716
20;afib;2;0,00881890862690375
20;afib;3;1,03850397348681e-06
20;afib;4;0,177681430993064
20;afib;5;1,13614171170621e-05
20;cad;1;3,3366339033911e-05
20;cad;2;0,0208769165715002
20;cad;3;0,00629736341137927
20;cad;4;0,00168751297006405
20;cad;5;0,134094321733407
20;bmi;1;0,000831245238807092
20;bmi;2;4,90161625065652e-05
20;bmi;3;0,0780126356995778
20;bmi;4;4,18282751850857e-05
20;bmi;5;0,0905194123654019
20;age;1;0,0884204768615161
20;age;2;0,0514571572118173
20;age;3;0,00198991263819487
20;age;4;0,0133576885274021
20;age;5;9,08888945320467e-09
20;egfr;1;0,0156800241406276
20;egfr;2;0,113150052539493
20;egfr;3;1,21677423783107e-08
20;egfr;4;0,000123394112706405
20;egfr;5;0,00140627347468043
20;sbp;1;0,467201962758735
20;sbp;2;0,00507285074371566
20;sbp;3;2,76867313978348e-08
20;sbp;4;0,0182071152291002
20;sbp;5;1,14437087707609e-05
20;dbp;1;0,338209485971937
20;dbp;2;0,0305674962334937
20;dbp;3;1,80594921409985e-06
20;dbp;4;0,0149187043642663
20;dbp;5;2,22252480945075e-05
20;hr;1;2,40456610837326e-05
20;hr;2;0,159494743393417
20;hr;3;0,00425430388165744
20;hr;4;0,00272682938659259
20;hr;5;0,00116345892835249
21;gender;1;0,0136263079938554
21;gender;2;0,0404869247391157
21;gender;3;0,000113045711157969
21;gender;4;0,0797264301310487
21;gender;5;0,0063897301755743
21;copd;1;9,26103739402832e-10
21;copd;2;1,34345788650121e-07
21;copd;3;0,058646042344812
21;copd;4;0,059394397010288
21;copd;5;0,00191191217756526
21;hypertension;1;0,00690403310023961
21;hypertension;2;0,0283080856931178
21;hypertension;3;0,00438075571302664
21;hypertension;4;0,0706046321174175
21;hypertension;5;0,000738023361240816
21;previoushf;1;0,000541295692907154
21;previoushf;2;0,0446867879755663
21;previoushf;3;0,000529573104235104
21;previoushf;4;0,0535733087416044
21;previoushf;5;6,60485905481285e-05
21;afib;1;0,000682119583796099
21;afib;2;3,54612341704458e-07
21;afib;3;0,343828416629639
21;afib;4;4,67042337371478e-05
21;afib;5;0,000216514267279464
21;cad;1;0,0170402680389793
21;cad;2;1,09605493794135e-13
21;cad;3;0,00750505434525919
21;cad;4;0,000301106894680452
21;cad;5;0,00196218209354963
21;bmi;1;0,0157984508520446
21;bmi;2;0,00556230248918388
21;bmi;3;1,30848837514311e-05
21;bmi;4;0,000741250729014479
21;bmi;5;0,267974463802184
21;age;1;6,95320386042008e-05
21;age;2;0,239177717188893
21;age;3;0,00725299663346989
21;age;4;0,000966789594605368
21;age;5;0,0142967400860528
21;egfr;1;3,49035151777077e-06
21;egfr;2;0,139874224717576
21;egfr;3;0,000404458932942678
21;egfr;4;0,000891779814349481
21;egfr;5;0,00160928802470596
21;sbp;1;0,589665143035005
21;sbp;2;0,000242554863471673
21;sbp;3;0,000983610142347944
21;sbp;4;2,65433222832271e-09
21;sbp;5;0,00461252948414333
21;dbp;1;0,497204477998132
21;dbp;2;0,00313255600460748
21;dbp;3;0,000239336418348006
21;dbp;4;5,04634021493123e-07
21;dbp;5;0,00927612124979714
21;hr;1;2,97416689984366e-05
21;hr;2;0,0101660664426095
21;hr;3;0,11948113625423
21;hr;4;0,00177954096430324
21;hr;5;1,32599074642242e-05
22;gender;1;0,0148481198599434
22;gender;2;0,0228872307020229
22;gender;3;0,027843528129801
22;gender;4;0,0118967324633546
22;gender;5;0,00860220020999972
22;copd;1;0,00106245960262557
22;copd;2;2,5290865455397e-05
22;copd;3;0,139645215727217
22;copd;4;0,00117668530642406
22;copd;5;0,0891004563428883
22;hypertension;1;0,0249164724968118
22;hypertension;2;0,0124754309647982
22;hypertension;3;0,0057523163514855
22;hypertension;4;5,32512015197179e-05
22;hypertension;5;0,0119797270754688
22;previoushf;1;0,0197354040341844
22;previoushf;2;0,000135062329311855
22;previoushf;3;0,17637149522244
22;previoushf;4;0,00200227811349109
22;previoushf;5;2,36958236389391e-07
22;afib;1;0,00530138476389749
22;afib;2;0,000312672546219408
22;afib;3;0,0307933368910275
22;afib;4;0,235291260374436
22;afib;5;5,04904247005886e-06
22;cad;1;0,0711492792602713
22;cad;2;0,000374031428625139
22;cad;3;0,00223223830707708
22;cad;4;0,00143573151051945
22;cad;5;0,0309594480574204
22;bmi;1;0,00192495311655915
22;bmi;2;9,38975025069944e-05
22;bmi;3;0,135160798697963
22;bmi;4;0,000175287386814326
22;bmi;5;0,0224846704830422
22;age;1;0,235930838490922
22;age;2;0,00194433604079214
22;age;3;5,95688066737872e-05
22;age;4;0,0413481689343776
22;age;5;6,39133259803854e-05
22;egfr;1;0,131022020123591
22;egfr;2;5,44630369892038e-05
22;egfr;3;0,00015351159789612
22;egfr;4;0,00133734626920697
22;egfr;5;0,00989434468648008
22;sbp;1;0,000355243619709893
22;sbp;2;0,708536281932002
22;sbp;3;5,45862530886593e-08
22;sbp;4;1,11770372544737e-07
22;sbp;5;0,000308823023369699
22;dbp;1;0,00999104974372296
22;dbp;2;0,523274666167268
22;dbp;3;0,000397187669015198
22;dbp;4;1,98284388361789e-08
22;dbp;5;5,66535117814949e-06
22;hr;1;0,128850864371037
22;hr;2;0,00139550500220269
22;hr;3;7,07834727951694e-07
22;hr;4;0,0518496230353575
22;hr;5;1,18344314864239e-05
23;gender;1;0,00171491604379561
23;gender;2;0,0239218490280674
23;gender;3;0,016217731994962
23;gender;4;0,0945888823753204
23;gender;5;6,60240988119838e-06
23;copd;1;7,83033943254515e-08
23;copd;2;0,0125763193204719
23;copd;3;1,03202992013212e-05
23;copd;4;0,0046172055454696
23;copd;5;0,265736908520962
23;hypertension;1;0,0404565909364514
23;hypertension;2;0,0337928700605165
23;hypertension;3;0,000230260997029
23;hypertension;4;0,0380910784220331
23;hypertension;5;0,000280902310895657
23;previoushf;1;0,0130795183690589
23;previoushf;2;0,00044770501067237
23;previoushf;3;0,00249606000217855
23;previoushf;4;0,000340166263550387
23;previoushf;5;0,179808346391687
23;afib;1;1,61123220253613e-10
23;afib;2;0,0604400936687306
23;afib;3;0,0704224009659547
23;afib;4;0,00425305227277949
23;afib;5;1,18773814517658e-07
23;cad;1;0,00024207949578762
23;cad;2;0,00391220750254329
23;cad;3;0,316971682840667
23;cad;4;0,000278290610531352
23;cad;5;0,000642110317570943
23;bmi;1;0,0206312251985095
23;bmi;2;9,5296186969385e-08
23;bmi;3;3,70563746686101e-06
23;bmi;4;0,173669099989836
23;bmi;5;0,000283432996704145
23;age;1;0,00066033884996915
23;age;2;0,0945892114029033
23;age;3;0,0392200016589015
23;age;4;0,00743518658623156
23;age;5;0,00544343896251176
23;egfr;1;5,47534523944189e-08
23;egfr;2;0,219350029345218
23;egfr;3;0,000193914714647153
23;egfr;4;0,000900220346577861
23;egfr;5;2,58562870470089e-05
23;sbp;1;0,567191494930738
23;sbp;2;1,0303193152662e-06
23;sbp;3;0,00169409590684703
23;sbp;4;0,000256441671943378
23;sbp;5;0,000111318605305855
23;dbp;1;0,451124951119365
23;dbp;2;0,0106738907973522
23;dbp;3;5,75039584637735e-10
23;dbp;4;5,31148611192378e-05
23;dbp;5;6,60555352389265e-06
23;hr;1;0,0125603926194761
23;hr;2;0,0480444871046122
23;hr;3;0,0444271450182983
23;hr;4;0,000118670241395554
23;hr;5;0,000305135218372662
24;gender;1;0,00235792979493145
24;gender;2;0,00022789787547983
24;gender;3;0,00112589952614715
24;gender;4;0,169147316211774
24;gender;5;0,0211175576963071
24;copd;1;0,00310100613609899
24;copd;2;0,00351156942268823
24;copd;3;0,000321151124282161
24;copd;4;0,00523198832079631
24;copd;5;0,125735201668288
24;hypertension;1;0,0556176673662502
24;hypertension;2;0,0179969754859838
24;hypertension;3;0,00730046378502226
24;hypertension;4;0,0112015391114047
24;hypertension;5;0,000846090767500947
24;previoushf;1;2,04899953406373e-06
24;previoushf;2;0,0996299433538898
24;previoushf;3;0,000656773915023101
24;previoushf;4;0,0604798296285504
24;previoushf;5;0,0036467791452892
24;afib;1;3,07213020659306e-06
24;afib;2;0,00955183440439129
24;afib;3;0,198544963514755
24;afib;4;0,0004527387642729
24;afib;5;2,91945974331589e-06
24;cad;1;0,000954784492578189
24;cad;2;0,00317719959989398
24;cad;3;0,0413492166418651
24;cad;4;0,00319383216027621
24;cad;5;5,33413603375779e-05
24;bmi;1;0,00532054191189312
24;bmi;2;0,000694843291160376
24;bmi;3;0,000100269553409532
24;bmi;4;0,00504794842696197
24;bmi;5;0,117522303313271
24;age;1;0,00324368178188314
24;age;2;0,268321222341388
24;age;3;0,000184162694084173
24;age;4;3,53293799378532e-05
24;age;5;0,00295076383406828
24;egfr;1;5,91546113835207e-06
24;egfr;2;0,245294133068682
24;egfr;3;0,00262288093982849
24;egfr;4;8,37460404283994e-07
24;egfr;5;1,32248023637744e-06
24;sbp;1;0,646113259562803
24;sbp;2;1,34156088838799e-06
24;sbp;3;2,44395156449401e-06
